word,counts,test_or_train
proceeds,1,TRAIN
vain,1,TRAIN
meanwhile,1,TRAIN
passed,2,TRAIN
summer,1,TRAIN
wanted,2,TRAIN
happened,2,TRAIN
anyone,3,TRAIN
tried,1,TRAIN
blockade,1,TRAIN
answer,1,TRAIN
offered,3,TRAIN
shag,1,TRAIN
end,1,TRAIN
woolly,1,TRAIN
shampoo,1,TRAIN
heroic,1,TRAIN
"treatment,",2,TRAIN
thaw,1,TRAIN
slow,1,TRAIN
opposing,1,TRAIN
aircraft,2,TRAIN
antigen,1,TRAIN
detectable,1,TRAIN
areas,1,TRAIN
dyeing,1,TRAIN
waxing,1,TRAIN
gassing,1,TRAIN
narrow,1,TRAIN
fringe,1,TRAIN
sadness,1,TRAIN
predispositions,2,TRAIN
shaped,1,TRAIN
exposure,1,TRAIN
environments,1,TRAIN
flip,1,TRAIN
coin,1,TRAIN
analyticity,1,TRAIN
fought,1,TRAIN
panic,3,TRAIN
vertigo,1,TRAIN
insufficient,1,TRAIN
"conviction,",1,TRAIN
released,1,TRAIN
container,1,TRAIN
pail,1,TRAIN
toilet,1,TRAIN
extended,2,TRAIN
comment,1,TRAIN
"nevertheless,",1,TRAIN
upward,1,TRAIN
influences,1,TRAIN
voltages,1,TRAIN
wider,1,TRAIN
discretionary,1,TRAIN
customers,1,TRAIN
whirling,1,TRAIN
"jump,",1,TRAIN
gear,1,TRAIN
sphere,1,TRAIN
"courts,",1,TRAIN
dynastic,1,TRAIN
"quarrels,",1,TRAIN
vaulting,1,TRAIN
ambitions,1,TRAIN
happily,1,TRAIN
bounds,1,TRAIN
rules,1,TRAIN
"made,",1,TRAIN
unabashed,1,TRAIN
collusion,1,TRAIN
he'll,2,TRAIN
shoot,1,TRAIN
"brief,",1,TRAIN
poignancy,1,TRAIN
warmish,1,TRAIN
foul,1,TRAIN
ever-increasing,1,TRAIN
sportsmen,1,TRAIN
moving,2,TRAIN
era,1,TRAIN
pursed,1,TRAIN
"mournfully,",1,TRAIN
crazily,1,TRAIN
sagging,1,TRAIN
side,3,TRAIN
confidential,1,TRAIN
relationship,2,TRAIN
marriage,3,TRAIN
historical,1,TRAIN
created,2,TRAIN
"lesson,",1,TRAIN
master,1,TRAIN
fulfilling,2,TRAIN
destiny,1,TRAIN
planets,1,TRAIN
"bigger,",1,TRAIN
holding,2,TRAIN
"luck,",1,TRAIN
honey,1,TRAIN
bruises,1,TRAIN
relieved,1,TRAIN
application,2,TRAIN
raw,1,TRAIN
beefsteak,2,TRAIN
reporters,1,TRAIN
curly,1,TRAIN
tradition,1,TRAIN
unity,1,TRAIN
harmony,1,TRAIN
inward,1,TRAIN
"bulged,",1,TRAIN
"trembled,",1,TRAIN
windowpanes,1,TRAIN
rattled,1,TRAIN
former,1,TRAIN
scout's,1,TRAIN
alibi,1,TRAIN
shaken,1,TRAIN
photochemical,1,TRAIN
exchange,1,TRAIN
phase,1,TRAIN
atomic,3,TRAIN
"sun,",1,TRAIN
nucleus,1,TRAIN
rug,1,TRAIN
suspiciously,1,TRAIN
ironically,1,TRAIN
"enough,",2,TRAIN
instance,1,TRAIN
virtues,1,TRAIN
luxury,1,TRAIN
geeing,1,TRAIN
hawing,1,TRAIN
nose,2,TRAIN
expertly,1,TRAIN
"roast,",1,TRAIN
insert,1,TRAIN
meat,2,TRAIN
diagonally,1,TRAIN
enrich,1,TRAIN
"bequests,",1,TRAIN
list,1,TRAIN
largely,1,TRAIN
complexity,1,TRAIN
complete,2,TRAIN
marketing,3,TRAIN
deserves,1,TRAIN
obstacles,1,TRAIN
ham-radio,1,TRAIN
sale,1,TRAIN
weekend,1,TRAIN
political,1,TRAIN
perils,1,TRAIN
"lift,",1,TRAIN
shove;,1,TRAIN
doors,1,TRAIN
slammed,1,TRAIN
dimensions,1,TRAIN
waves,1,TRAIN
usual,1,TRAIN
standards,1,TRAIN
"fine,",1,TRAIN
"tomorrow,",1,TRAIN
added,1,TRAIN
"cases,",2,TRAIN
soils,1,TRAIN
liquids,1,TRAIN
capillary,1,TRAIN
secured,1,TRAIN
oversized,1,TRAIN
padlock,1,TRAIN
send,2,TRAIN
"shovels,",1,TRAIN
"cement,",1,TRAIN
"nails,",1,TRAIN
corrugated,1,TRAIN
iron,1,TRAIN
roofs,1,TRAIN
fights,1,TRAIN
sprang,2,TRAIN
quickly,3,TRAIN
squelched,1,TRAIN
whisper,1,TRAIN
effort,2,TRAIN
i've,1,TRAIN
bathe,1,TRAIN
merrily,1,TRAIN
smell,1,TRAIN
"sexual,",1,TRAIN
powerfully,1,TRAIN
civilized,1,TRAIN
deny,2,TRAIN
rickety,1,TRAIN
planes,1,TRAIN
overloaded,1,TRAIN
wondered,1,TRAIN
crash,1,TRAIN
rooms,1,TRAIN
vacant,1,TRAIN
babbled,1,TRAIN
scour,1,TRAIN
literature,1,TRAIN
them;,1,TRAIN
stored,1,TRAIN
wisdom,1,TRAIN
minds,1,TRAIN
jeopardize,1,TRAIN
wrong,2,TRAIN
perverse,1,TRAIN
confirmation,1,TRAIN
massive,1,TRAIN
assaults,1,TRAIN
independent,1,TRAIN
numbering,1,TRAIN
laws,1,TRAIN
differ,1,TRAIN
universe,1,TRAIN
carrying,1,TRAIN
front,2,TRAIN
simply,3,TRAIN
mess,1,TRAIN
definitely,1,TRAIN
ligament,1,TRAIN
knee,1,TRAIN
walking,1,TRAIN
"other,",1,TRAIN
unhurried,1,TRAIN
rushing,1,TRAIN
clotted,1,TRAIN
balls,1,TRAIN
mucus,1,TRAIN
fiery,1,TRAIN
lids,1,TRAIN
duty,1,TRAIN
weeks,3,TRAIN
chaos;,1,TRAIN
succeeding,1,TRAIN
civilization,1,TRAIN
"sighing,",1,TRAIN
asleep,1,TRAIN
lying,1,TRAIN
"there,",1,TRAIN
"asleep,",1,TRAIN
wave,2,TRAIN
revulsion,1,TRAIN
energy,2,TRAIN
interpretations,1,TRAIN
intimate,1,TRAIN
creation,1,TRAIN
dressy,1,TRAIN
straw,1,TRAIN
pumps,1,TRAIN
"light,",1,TRAIN
crisp,1,TRAIN
texture,1,TRAIN
transparent,2,TRAIN
"look,",1,TRAIN
waxy,1,TRAIN
skin,1,TRAIN
uremia,1,TRAIN
battery-powered,1,TRAIN
essential,1,TRAIN
exists,2,TRAIN
objective,1,TRAIN
experienced,2,TRAIN
"drove,",1,TRAIN
toss,1,TRAIN
ace,2,TRAIN
elements,1,TRAIN
competitors,1,TRAIN
piece,1,TRAIN
engine,1,TRAIN
cowling,1,TRAIN
manhood,1,TRAIN
sinuous,1,TRAIN
melody,1,TRAIN
sort,2,TRAIN
transcendence,1,TRAIN
filtered,1,TRAIN
"allergies,",1,TRAIN
"asthma,",1,TRAIN
"sinus,",1,TRAIN
fever,1,TRAIN
slate,1,TRAIN
detract,1,TRAIN
merit,1,TRAIN
"interesting,",1,TRAIN
"great,",1,TRAIN
hiding,1,TRAIN
"anything,",1,TRAIN
"trouble,",1,TRAIN
bullet,1,TRAIN
unbelievable,1,TRAIN
murder,3,TRAIN
gin,2,TRAIN
saws,1,TRAIN
"parts,",1,TRAIN
supplies,1,TRAIN
machinery,2,TRAIN
longed,1,TRAIN
"be,",1,TRAIN
echo,1,TRAIN
saga,1,TRAIN
shimmering,1,TRAIN
haze,2,TRAIN
sweet-sour,1,TRAIN
"sauce,",1,TRAIN
cook,1,TRAIN
onion,2,TRAIN
oil,2,TRAIN
stress,1,TRAIN
serves,1,TRAIN
focus,1,TRAIN
secondary,1,TRAIN
"ugly,",1,TRAIN
mad,1,TRAIN
sober,1,TRAIN
rabies,1,TRAIN
prevented,1,TRAIN
madstones,1,TRAIN
pioneer,1,TRAIN
chiefly,1,TRAIN
because,3,TRAIN
bluish,1,TRAIN
autofluorescence,1,TRAIN
avocado,1,TRAIN
o'clock,1,TRAIN
master's,1,TRAIN
none,3,TRAIN
craft,1,TRAIN
long-term,1,TRAIN
guerrillas,1,TRAIN
racing,1,TRAIN
cage,1,TRAIN
pigeons,1,TRAIN
fails,1,TRAIN
gain,1,TRAIN
satisfaction,1,TRAIN
refuse,1,TRAIN
defiantly,1,TRAIN
topography,2,TRAIN
simple,1,TRAIN
elongation,1,TRAIN
treated,1,TRAIN
abides,1,TRAIN
lousiness,1,TRAIN
prerequisite,1,TRAIN
epidemic,1,TRAIN
typhus,1,TRAIN
where're,1,TRAIN
takin',1,TRAIN
revolving,1,TRAIN
spit,1,TRAIN
coals,1,TRAIN
"campus,",1,TRAIN
"unfortunately,",1,TRAIN
owns,1,TRAIN
capitalize,1,TRAIN
"fears,",1,TRAIN
sophisticated,1,TRAIN
impact,1,TRAIN
"once,",2,TRAIN
coming,2,TRAIN
"anyhow,",1,TRAIN
salted,1,TRAIN
compensation,1,TRAIN
indispensable,1,TRAIN
false,1,TRAIN
surfeit,1,TRAIN
sector,1,TRAIN
"store,",1,TRAIN
piped,1,TRAIN
tremulously,1,TRAIN
bubbles,1,TRAIN
thermal,1,TRAIN
barriers,1,TRAIN
absolution,1,TRAIN
caution:,1,TRAIN
continuous,2,TRAIN
administration,1,TRAIN
recommended,1,TRAIN
lactating,1,TRAIN
"handsome,",1,TRAIN
despite,1,TRAIN
scar,1,TRAIN
slanted,1,TRAIN
cheek,1,TRAIN
friend,1,TRAIN
"seeker,",1,TRAIN
pathetic,1,TRAIN
eagerness,1,TRAIN
twenty-nine,1,TRAIN
exhibits,1,TRAIN
awards,1,TRAIN
concessionaire,1,TRAIN
"cafeteria,",1,TRAIN
typhoid,1,TRAIN
malaria,1,TRAIN
role,1,TRAIN
struck,2,TRAIN
fancy,1,TRAIN
marksmanship,1,TRAIN
nuclear,1,TRAIN
rockets,1,TRAIN
airfields,2,TRAIN
"dead,",1,TRAIN
son,2,TRAIN
"moment,",1,TRAIN
mount,1,TRAIN
midair,1,TRAIN
type,2,TRAIN
billowed,1,TRAIN
pungent,1,TRAIN
cloud,2,TRAIN
smoke,1,TRAIN
boil,2,TRAIN
"easily,",1,TRAIN
stupid,1,TRAIN
crazy,1,TRAIN
immortal,1,TRAIN
therapies,1,TRAIN
likewise,1,TRAIN
hypothalamic,1,TRAIN
balance,1,TRAIN
accommodate,1,TRAIN
firing,1,TRAIN
rates,2,TRAIN
gallon,1,TRAIN
outfielders,1,TRAIN
chaw,1,TRAIN
tobacco,1,TRAIN
antiseptic,1,TRAIN
healing,1,TRAIN
childhood,2,TRAIN
remembers,1,TRAIN
greenness,1,TRAIN
simmered,1,TRAIN
examined,2,TRAIN
"thrombosis,",1,TRAIN
clot,1,TRAIN
covers,1,TRAIN
tasks,1,TRAIN
director,1,TRAIN
trap,1,TRAIN
gunman,1,TRAIN
"nodded,",1,TRAIN
slipping,1,TRAIN
picture,1,TRAIN
breast,1,TRAIN
"pocket,",1,TRAIN
saying,2,TRAIN
guess,1,TRAIN
ought,1,TRAIN
desk,3,TRAIN
anyhow,1,TRAIN
disaster,1,TRAIN
outside,1,TRAIN
knifelike,1,TRAIN
groin,1,TRAIN
peculiar,1,TRAIN
retribution,1,TRAIN
overtake,1,TRAIN
jokers,1,TRAIN
singular,1,TRAIN
goal,1,TRAIN
impressions,1,TRAIN
story,2,TRAIN
youth,1,TRAIN
chorused,1,TRAIN
antithesis,1,TRAIN
ecumenical,1,TRAIN
monstrous,1,TRAIN
illuminated,1,TRAIN
"wall,",1,TRAIN
distorted,1,TRAIN
indefinable,1,TRAIN
shaky,1,TRAIN
"success,",1,TRAIN
"turnpikes,",1,TRAIN
patrons,1,TRAIN
taxi,1,TRAIN
drivers,1,TRAIN
shopkeepers,1,TRAIN
deductible,1,TRAIN
wherever,2,TRAIN
feasible,1,TRAIN
named,1,TRAIN
advantages,1,TRAIN
provides:,1,TRAIN
wholesome,1,TRAIN
healthful,1,TRAIN
environment,2,TRAIN
sat,1,TRAIN
beside,1,TRAIN
readiness,1,TRAIN
exercises,1,TRAIN
distracted,1,TRAIN
"sound,",1,TRAIN
tomblike,1,TRAIN
silence,1,TRAIN
call,1,TRAIN
"""junior"",",1,TRAIN
leagues,1,TRAIN
guys,1,TRAIN
senior,1,TRAIN
"married,",1,TRAIN
dogmatically,1,TRAIN
name,5,TRAIN
lazy,1,TRAIN
affectionate,1,TRAIN
remembrance,1,TRAIN
mechanical,1,TRAIN
details,1,TRAIN
heard,2,TRAIN
closing,1,TRAIN
delivering,1,TRAIN
pinto,1,TRAIN
photographs,1,TRAIN
wonderfully,1,TRAIN
leopards,1,TRAIN
tomorrow,2,TRAIN
"night,",1,TRAIN
occur,1,TRAIN
months,1,TRAIN
"does,",1,TRAIN
stumping,1,TRAIN
tour,1,TRAIN
south,1,TRAIN
misery,2,TRAIN
belong,1,TRAIN
professional,1,TRAIN
baseball,1,TRAIN
soothe,1,TRAIN
exacerbated,1,TRAIN
nerves,1,TRAIN
shown,1,TRAIN
outpost,1,TRAIN
atop,1,TRAIN
cleared,1,TRAIN
ridge,1,TRAIN
hate,1,TRAIN
givin',2,TRAIN
knowed,1,TRAIN
strippers,1,TRAIN
kinda,1,TRAIN
zombie,1,TRAIN
anatomical,1,TRAIN
jocular,1,TRAIN
journalese,1,TRAIN
travelled,1,TRAIN
baseball's,1,TRAIN
cinch,1,TRAIN
addressed,1,TRAIN
souls,1,TRAIN
samples:,1,TRAIN
invitation,1,TRAIN
cowboy's,1,TRAIN
humorous,1,TRAIN
pitcher,1,TRAIN
ends,1,TRAIN
justification,1,TRAIN
primacy,1,TRAIN
coalition,1,TRAIN
prove,1,TRAIN
inadvisable,1,TRAIN
considerably,1,TRAIN
salary,1,TRAIN
tenure,1,TRAIN
"lips,",1,TRAIN
moist,1,TRAIN
"parted,",1,TRAIN
changing;,1,TRAIN
yesterday,1,TRAIN
obsolescent,1,TRAIN
trying,2,TRAIN
worry,1,TRAIN
lifting,1,TRAIN
"skirts,",1,TRAIN
"in,",1,TRAIN
relinquishing,1,TRAIN
grip,1,TRAIN
arm,2,TRAIN
hotels,1,TRAIN
"boardinghouses,",1,TRAIN
private,2,TRAIN
homes,1,TRAIN
rent,1,TRAIN
chauffeur-driven,1,TRAIN
car,2,TRAIN
overplayed,1,TRAIN
joking,1,TRAIN
stopped,2,TRAIN
gathered,1,TRAIN
almonds,1,TRAIN
pistachio,1,TRAIN
nuts,1,TRAIN
protein,1,TRAIN
hyacinths,1,TRAIN
spike,1,TRAIN
"heights,",1,TRAIN
"by,",1,TRAIN
eventually,1,TRAIN
retired,1,TRAIN
stoneware,1,TRAIN
tiles,1,TRAIN
bomb,1,TRAIN
"otherwise,",1,TRAIN
outlook,1,TRAIN
earnestly,1,TRAIN
urged,1,TRAIN
cease-fire,1,TRAIN
"reupholstering,",1,TRAIN
"redecorating,",1,TRAIN
becomes,1,TRAIN
infrequent,1,TRAIN
pronoun,1,TRAIN
"""it""",1,TRAIN
carries,1,TRAIN
twofold,1,TRAIN
fat,1,TRAIN
premiums,1,TRAIN
bogged,1,TRAIN
bickering,1,TRAIN
continuing,1,TRAIN
modernization,1,TRAIN
costly,1,TRAIN
hypothetical,1,TRAIN
bum,1,TRAIN
pockets,1,TRAIN
inhibitor,1,TRAIN
went;,1,TRAIN
bigger,1,TRAIN
groom,1,TRAIN
consequences,1,TRAIN
affect,1,TRAIN
"nora,",2,TRAIN
imagine,1,TRAIN
"least,",1,TRAIN
wheels,1,TRAIN
dug,1,TRAIN
reminds,2,TRAIN
"sin,",1,TRAIN
transience,1,TRAIN
delicate,1,TRAIN
pardon,1,TRAIN
"emotionally,",1,TRAIN
penetrated,1,TRAIN
"northeast,",1,TRAIN
southwest,1,TRAIN
ripped,1,TRAIN
cellophane,1,TRAIN
"carefully,",1,TRAIN
laid,1,TRAIN
dogs,1,TRAIN
tin,1,TRAIN
foil,1,TRAIN
compounds,1,TRAIN
divided,1,TRAIN
composition,1,TRAIN
categories,1,TRAIN
quarrel,1,TRAIN
fooling,1,TRAIN
pace,1,TRAIN
believed,2,TRAIN
brave,1,TRAIN
boys,3,TRAIN
cry,2,TRAIN
declining,1,TRAIN
economically,1,TRAIN
tied,1,TRAIN
"large,",1,TRAIN
"privately,",1,TRAIN
magnified,1,TRAIN
assassin,1,TRAIN
"rate,",1,TRAIN
shows,1,TRAIN
immaterial,1,TRAIN
micrometeorite,1,TRAIN
castor,1,TRAIN
"oil,",1,TRAIN
"castorbeans,",1,TRAIN
style,1,TRAIN
medicine,1,TRAIN
plenty,1,TRAIN
deriving,1,TRAIN
"formula,",1,TRAIN
explain,1,TRAIN
"pie,",1,TRAIN
"seats,",1,TRAIN
"boys,",1,TRAIN
finishing,1,TRAIN
season,1,TRAIN
veterans',1,TRAIN
hospitalization,2,TRAIN
glossy,1,TRAIN
seventh,1,TRAIN
wooded,1,TRAIN
stream,1,TRAIN
valleys,1,TRAIN
folds,1,TRAIN
saved,1,TRAIN
oil-field,1,TRAIN
workers,1,TRAIN
rough-tough,1,TRAIN
"later,",2,TRAIN
literally,1,TRAIN
members,1,TRAIN
govern,1,TRAIN
empty,1,TRAIN
"bench,",1,TRAIN
opened,1,TRAIN
"newspaper,",1,TRAIN
stretched,1,TRAIN
livestock,1,TRAIN
tended,1,TRAIN
"day,",2,TRAIN
routinely,1,TRAIN
"long,",1,TRAIN
"usually,",1,TRAIN
titter,1,TRAIN
"disobeyed,",1,TRAIN
turmoil,1,TRAIN
chaos,1,TRAIN
adjustable,1,TRAIN
vision,1,TRAIN
brief,1,TRAIN
snips,1,TRAIN
shown:,1,TRAIN
"parades,",1,TRAIN
"dances,",1,TRAIN
"walked,",1,TRAIN
aimless,1,TRAIN
"dog,",1,TRAIN
dingo,1,TRAIN
haven't,1,TRAIN
slept,1,TRAIN
together,2,TRAIN
started,1,TRAIN
difference,1,TRAIN
conclusion,1,TRAIN
melancholy,1,TRAIN
obsession,1,TRAIN
kayo,1,TRAIN
clearer,1,TRAIN
division,1,TRAIN
"authority,",1,TRAIN
legislative,1,TRAIN
extraordinary,1,TRAIN
conscience,1,TRAIN
compare,1,TRAIN
notes,1,TRAIN
muddy,1,TRAIN
foot,2,TRAIN
prints,1,TRAIN
o',1,TRAIN
"spades,",1,TRAIN
luck,2,TRAIN
understood,2,TRAIN
teased,1,TRAIN
wait,1,TRAIN
"got,",1,TRAIN
"case,",1,TRAIN
appreciate,1,TRAIN
detective's,1,TRAIN
zeal,1,TRAIN
muddleheaded,1,TRAIN
knees,1,TRAIN
happen,1,TRAIN
father's,1,TRAIN
"mother,",1,TRAIN
organism,1,TRAIN
falters,1,TRAIN
misperceives,1,TRAIN
signals,1,TRAIN
weakens,1,TRAIN
injection-molded,1,TRAIN
letters,2,TRAIN
sign,3,TRAIN
installations,1,TRAIN
boy's,1,TRAIN
rove,1,TRAIN
telephoning,1,TRAIN
eighteenth,1,TRAIN
century,1,TRAIN
indicate,1,TRAIN
"management,",1,TRAIN
ineffective,1,TRAIN
controls,1,TRAIN
poised,1,TRAIN
stick,1,TRAIN
holds:,1,TRAIN
mechanic,1,TRAIN
boss,1,TRAIN
wrinkled,1,TRAIN
"laughed,",2,TRAIN
revealing,1,TRAIN
astonishingly,1,TRAIN
"strong,",1,TRAIN
"white,",1,TRAIN
refund,1,TRAIN
blowing,1,TRAIN
officials,1,TRAIN
cooperated,1,TRAIN
consistently,1,TRAIN
kick,1,TRAIN
"open,",1,TRAIN
shuddering,1,TRAIN
"larvae,",1,TRAIN
warm,3,TRAIN
"queen,",1,TRAIN
"beer,",1,TRAIN
generally,1,TRAIN
fermented,1,TRAIN
"barley,",1,TRAIN
alcoholic,1,TRAIN
handyman-carpenter,1,TRAIN
month,1,TRAIN
"looking,",1,TRAIN
self-confident,1,TRAIN
wise,1,TRAIN
attractive,2,TRAIN
"rule,",1,TRAIN
part-time,1,TRAIN
hire,1,TRAIN
hangovers,1,TRAIN
"junior,",1,TRAIN
earth's,1,TRAIN
hurry,1,TRAIN
lock,1,TRAIN
internal,1,TRAIN
"responsibility,",1,TRAIN
"truism,",1,TRAIN
documented,2,TRAIN
pretend,2,TRAIN
"modesty,",1,TRAIN
crudely,1,TRAIN
bold,1,TRAIN
share,2,TRAIN
"bath,",1,TRAIN
refrigerator,1,TRAIN
boost,2,TRAIN
inadequate,1,TRAIN
sit,1,TRAIN
"but,",1,TRAIN
considered,2,TRAIN
"astronomy,",1,TRAIN
different,1,TRAIN
traced,1,TRAIN
guerrilla,1,TRAIN
bivouac,1,TRAIN
silent,1,TRAIN
"poems,",1,TRAIN
train:,1,TRAIN
strongly,1,TRAIN
evocative,1,TRAIN
visual,1,TRAIN
theaters,1,TRAIN
northern,1,TRAIN
liberals,1,TRAIN
chief,1,TRAIN
supporters,1,TRAIN
civil,1,TRAIN
rights,1,TRAIN
sheriff's,1,TRAIN
swivel,1,TRAIN
chair,1,TRAIN
tilted,1,TRAIN
"lazy,",1,TRAIN
"spoiled,",1,TRAIN
querulous,1,TRAIN
riot,1,TRAIN
executive,1,TRAIN
officer,1,TRAIN
"shucks,",1,TRAIN
shade,2,TRAIN
piecemeal,1,TRAIN
contradictorily,1,TRAIN
would've,1,TRAIN
violin,1,TRAIN
lessons,1,TRAIN
admire,1,TRAIN
utter,1,TRAIN
desolation,1,TRAIN
"""cable",1,TRAIN
"confirmation"",",1,TRAIN
translated,1,TRAIN
account,1,TRAIN
scientists,1,TRAIN
prophets,1,TRAIN
"awoke,",1,TRAIN
ship,1,TRAIN
reasonably,1,TRAIN
trustworthy,1,TRAIN
fancier,1,TRAIN
cleaned,1,TRAIN
protected,2,TRAIN
dispersed,1,TRAIN
satirical,1,TRAIN
father,1,TRAIN
finally,3,TRAIN
duck,1,TRAIN
pitch,1,TRAIN
crawling,1,TRAIN
forced,2,TRAIN
erect,1,TRAIN
polished,1,TRAIN
windshield,1,TRAIN
chasing,1,TRAIN
"behaved,",1,TRAIN
"she,",1,TRAIN
run,1,TRAIN
mate,1,TRAIN
sure-sure,1,TRAIN
enthusiastic,1,TRAIN
heritage,1,TRAIN
shrinking,1,TRAIN
faster,1,TRAIN
despised,1,TRAIN
foreigners,1,TRAIN
trade,1,TRAIN
unions,1,TRAIN
hastily,1,TRAIN
switched,1,TRAIN
ceiling,1,TRAIN
splendor,1,TRAIN
sorcery:,1,TRAIN
horror,1,TRAIN
contentedly,1,TRAIN
pocket,1,TRAIN
safekeeping,1,TRAIN
"run-down,",1,TRAIN
iron-poor,1,TRAIN
mixing,1,TRAIN
moves,1,TRAIN
forth,2,TRAIN
width,1,TRAIN
receptacle,1,TRAIN
procaine,1,TRAIN
penicillin,1,TRAIN
accurate,1,TRAIN
reports,1,TRAIN
evaluation,1,TRAIN
"women,",1,TRAIN
chattering,1,TRAIN
"parrots,",1,TRAIN
synonymous,1,TRAIN
cold-blooded,1,TRAIN
cruelty,1,TRAIN
"ideally,",1,TRAIN
"knew,",1,TRAIN
preceded,1,TRAIN
biological,1,TRAIN
warfare,1,TRAIN
primarily,1,TRAIN
strategic,1,TRAIN
weapon,1,TRAIN
control,2,TRAIN
obeying,1,TRAIN
code,1,TRAIN
capsule,1,TRAIN
"stepmother,",1,TRAIN
"exception,",1,TRAIN
cruel,1,TRAIN
ogress,1,TRAIN
crimson,1,TRAIN
muffled,1,TRAIN
footfall,1,TRAIN
easily,1,TRAIN
flowerpot,1,TRAIN
underwriting,1,TRAIN
expensive,1,TRAIN
trips,2,TRAIN
"still,",1,TRAIN
barricades,1,TRAIN
timber,1,TRAIN
supports,1,TRAIN
deceitful,1,TRAIN
underfoot,1,TRAIN
wonderful,1,TRAIN
"husband,",1,TRAIN
miss,1,TRAIN
margaret,1,TRAIN
"twenty-five,",1,TRAIN
sheik,1,TRAIN
replied,1,TRAIN
upstairs,1,TRAIN
"guy,",1,TRAIN
bellows,1,TRAIN
cinematic,1,TRAIN
silver,1,TRAIN
arc,1,TRAIN
"throat,",1,TRAIN
veered,1,TRAIN
downward,1,TRAIN
discussion,1,TRAIN
ensue,1,TRAIN
question,2,TRAIN
beloved,1,TRAIN
"ward,",1,TRAIN
perennial,1,TRAIN
"gadfly,",1,TRAIN
whining,1,TRAIN
"out-of-doors,",1,TRAIN
including,1,TRAIN
mountain,1,TRAIN
climbing,1,TRAIN
horseback,1,TRAIN
riding,1,TRAIN
superiors,1,TRAIN
preached,1,TRAIN
eternal,1,TRAIN
resolution,1,TRAIN
hardly,2,TRAIN
arose,1,TRAIN
stiffly,1,TRAIN
clearing,1,TRAIN
hut,1,TRAIN
stood,2,TRAIN
cantaloupe,1,TRAIN
otherwise,1,TRAIN
"nathan,",1,TRAIN
aborigine,1,TRAIN
odd,1,TRAIN
dignity,1,TRAIN
resistance,1,TRAIN
thermometers,1,TRAIN
pitched,1,TRAIN
bench,1,TRAIN
nightmares,1,TRAIN
punish,1,TRAIN
dreams,1,TRAIN
gazed,1,TRAIN
approached,1,TRAIN
"taxpayer,",1,TRAIN
"householder,",1,TRAIN
sunburned,1,TRAIN
agony,1,TRAIN
consider,2,TRAIN
couples,1,TRAIN
visiting,1,TRAIN
canoes,1,TRAIN
fishing,2,TRAIN
waters,1,TRAIN
camping,1,TRAIN
"wingman,",1,TRAIN
"clear,",1,TRAIN
prayed,1,TRAIN
reminiscence,1,TRAIN
unduly,1,TRAIN
harsh,1,TRAIN
multiple,1,TRAIN
implications,1,TRAIN
headaches,1,TRAIN
scowled,1,TRAIN
flowers,1,TRAIN
manual,1,TRAIN
leveling,1,TRAIN
appropriate,1,TRAIN
accelerometer,1,TRAIN
outputs,1,TRAIN
prompted,1,TRAIN
"urge,",1,TRAIN
disobeyed,1,TRAIN
respected,1,TRAIN
redheads,1,TRAIN
pale,1,TRAIN
tremor,1,TRAIN
jerky,1,TRAIN
saddlebags,1,TRAIN
superior,1,TRAIN
orthodontic,1,TRAIN
"interested,",1,TRAIN
"worse,",1,TRAIN
crew,1,TRAIN
sailed,1,TRAIN
blissful,1,TRAIN
bride,1,TRAIN
revolution,1,TRAIN
materials,1,TRAIN
handling,1,TRAIN
what's-his-name,1,TRAIN
thoroughfares,1,TRAIN
peppered,1,TRAIN
flat-bottomed,1,TRAIN
swung,1,TRAIN
current,1,TRAIN
living,1,TRAIN
"principles,",1,TRAIN
discouraged,1,TRAIN
length,2,TRAIN
golfing,1,TRAIN
fathers,1,TRAIN
ruled,1,TRAIN
favor,1,TRAIN
responsible,1,TRAIN
rapid,1,TRAIN
spoilage,1,TRAIN
foods,1,TRAIN
flat,2,TRAIN
falls,1,TRAIN
toe,2,TRAIN
injuries,1,TRAIN
"will,",1,TRAIN
"girlie,",1,TRAIN
goin',1,TRAIN
"delightful,",1,TRAIN
approved,1,TRAIN
tides,1,TRAIN
soldiers,1,TRAIN
wrote,1,TRAIN
bullets,1,TRAIN
whizzing,1,TRAIN
heads,2,TRAIN
washington,1,TRAIN
tad,1,TRAIN
ill,1,TRAIN
mrs,1,TRAIN
lincoln,1,TRAIN
hysterical,2,TRAIN
awkward:,1,TRAIN
awkward,1,TRAIN
ruffles,1,TRAIN
causes,1,TRAIN
hesitate,1,TRAIN
"boomerang,",1,TRAIN
elaborately,1,TRAIN
carved,1,TRAIN
whosoever,1,TRAIN
violates,1,TRAIN
"rooftree,",1,TRAIN
"states,",1,TRAIN
expect,1,TRAIN
maximal,1,TRAIN
sorrow,2,TRAIN
"cassandra,",1,TRAIN
momma,1,TRAIN
blocks,1,TRAIN
resin-saturated,1,TRAIN
flopped,1,TRAIN
reverberated,1,TRAIN
diminishing,1,TRAIN
whiplashes,1,TRAIN
sound,1,TRAIN
odor,2,TRAIN
powerful,1,TRAIN
aborigines,1,TRAIN
short,1,TRAIN
"alice,",1,TRAIN
chopped,1,TRAIN
slightly,2,TRAIN
damaged,1,TRAIN
settle,1,TRAIN
acquiescence,1,TRAIN
fair,1,TRAIN
bootleggers,1,TRAIN
disliked,1,TRAIN
alcohol,1,TRAIN
